ord_value,organism_name,organism_category,,
organisms resembling normal oral flora,no growth,no growth,,
No Legionella isolated,no growth,no growth,,
No Legionella isolated to date,no growth,no growth,,
NO Malassezia furfur isolated,no growth,no growth,,
No Neisseria gonorrhoeae isolated,no growth,no growth,,
NO ORGANISM,no growth,no growth,,
"No organism greater than 10,000/ml",no growth,no growth,,
No organisms seen,no growth,no growth,,
No organisms seen,no growth,no growth,,
No predominant organism,no growth,no growth,,
"No S. aureus, P. aeruginosa, beta Streptococcus groups A or B, or enterococci isolated",no growth,no growth,,
"no significant quantities of pathogens present, including methicillin resistant ",no growth,no growth,,
No Staphylococcus aureus isolated,no growth,no growth,,
No vancomycin resistant Enterococcus isolated,no growth,no growth,,
normal flora present,no growth,no growth,,
normal flora present,no growth,no growth,,
normal skin flora,no growth,no growth,,
unidentifiable debris,no growth,no growth,,
"<100,000 organisms/gram of tissue",no growth,no growth,,
no aerobic or anaerobic bacterial growth,no growth,no growth,,
"<10,000 cfu/gram of tissue",no growth,no growth,,
mixed bacterial flora,no growth,no growth,,
no predominant organism,no growth,no growth,,
"less than 10,000 organisms/ml",no growth,no growth,,
"less than 100,000 bacteria/ml",no growth,no growth,,
"< 10,000/ml",no growth,no growth,,
"one additional organism present at <100,000 cfu/ml",no growth,no growth,,
"one additional organism present at <10,000 cfu/ml",no growth,no growth,,
moderate growth of normal flora,no growth,no growth,,
rare growth of normal flora,no growth,no growth,,
no fungi seen on direct smear,no growth,no growth,,
"no significant quantities of pathogens present, including methicillin resistant",no growth,no growth,,
heavy growth of normal flora,no growth,no growth,,
no fungal growth,no growth ,no growth ,,
" 10,000 MORGANELLA MORGANII",morganella_morganii,Other Bacteria,,
" 10,000 PANTOEA SP.",pantoea_sp,Other Bacteria,,
^ACHROMOBACTER SPECIES SUSCEPTIBILITY RESULTS BELOW NOT VALID FOR THIS ORGANISM,achromobacter_sp,Other Bacteria,,
^MORGANELLA MORGANII NO2,morganella_morganii,Other Bacteria,,
^MORGANELLA MORGANII SUSCEPTIBLE TO LEVOFLOXACIN AND ^ SULFAMETHOXAZOLE/TRIMETHOPRIM.,morganella_morganii,Other Bacteria,,
overgrown with proteus: unable to subculture,proteus_sp,Other Bacteria,,
"culture overgrown with proteus, unable to isolate anaerobes",proteus_sp,Other Bacteria,,
^PROTEUS MIRABILIS NO. 1,proteus_mirabilis,Other Bacteria,,
^PROTEUS MIRABILIS X2,proteus_mirabilis,Other Bacteria,,
^PROTEUS VULGARIS STRAIN 2 BOTTLE 1 AND 2,proteus_vulgaris,Other Bacteria,,
^PROVIDENCIA STUARTII  X2,providencia_stuartii,Other Bacteria,,
"10,000 CGT PROTEUS MIRABILIS",proteus_mirabilis,Other Bacteria,,
"10,000 MORGANELLA MORGANII",morganella_morganii,Other Bacteria,,
"10,000 PROTEUS MIRABILIS",proteus_mirabilis,Other Bacteria,,
"10,000 PROVIDENCIA RETTGERI",providencia_rettgeri,Other Bacteria,,
"10,000 PROVIDENCIA STUARTII",providencia_stuartii,Other Bacteria,,
10000 PROTEUS MIRABILIS,proteus_mirabilis,Other Bacteria,,
100000 MORGANELLA MORGANII,morganella_morganii,Other Bacteria,,
"120,000 MORGANELLA MORGANII",morganella_morganii,Other Bacteria,,
"120,000 PROTEUS MIRABILIS",proteus_mirabilis,Other Bacteria,,
"150,000 PROTEUS MIRABILIS",proteus_mirabilis,Other Bacteria,,
160000 PROTEUS MIRABILIS,proteus_mirabilis,Other Bacteria,,
"170,000 MORGANELLA MORGANII",morganella_morganii,Other Bacteria,,
"170,000 PROTEUS MIRABILIS",proteus_mirabilis,Other Bacteria,,
"180,000 PROTEUS MIRABILIS",proteus_mirabilis,Other Bacteria,,
"20,000 MORGANELLA MORGANII",morganella_morganii,Other Bacteria,,
"20,000 PROTEUS MIRABILIS",proteus_mirabilis,Other Bacteria,,
"20,000 PROTEUS PENNERI",proteus_penneri,Other Bacteria,,
"200,000 PROTEUS MIRABILIS",proteus_mirabilis,Other Bacteria,,
"210,000 PROTEUS MIRABILIS",proteus_mirabilis,Other Bacteria,,
"270,000 PROTEUS MIRABILIS",proteus_mirabilis,Other Bacteria,,
"280,000 PROVIDENCIA RETTGERI",providencia_rettgeri,Other Bacteria,,
"3,000 PROTEUS MIRABILIS",proteus_mirabilis,Other Bacteria,,
"30,000 CGT PROTEUS MIRABILIS",proteus_mirabilis,Other Bacteria,,
"30,000 MORGANELLA MORGANII",morganella_morganii,Other Bacteria,,
"30,000 PROTEUS MIRABILIS",proteus_mirabilis,Other Bacteria,,
"300,000 PROTEUS MIRABILIS",proteus_mirabilis,Other Bacteria,,
"300,000 PROTEUS VULGARIS",proteus_vulgaris,Other Bacteria,,
"320,000 PROTEUS VULGARIS",proteus_vulgaris,Other Bacteria,,
"40,000 PROTEUS MIRABILIS",proteus_mirabilis,Other Bacteria,,
"40,000 PROVIDENCIA STUARTII",providencia_stuartii,Other Bacteria,,
"400,000 PROTEUS MIRABILIS",proteus_mirabilis,Other Bacteria,,
"420,000 MORGANELLA MORGANII",morganella_morganii,Other Bacteria,,
"420,000 PROTEUS MIRABILIS",proteus_mirabilis,Other Bacteria,,
"50,000 MORGANELLA MORGANII",morganella_morganii,Other Bacteria,,
"50,000 PROTEUS MIRABILIS",proteus_mirabilis,Other Bacteria,,
"50,000 PROTEUS VULGARIS",proteus_vulgaris,Other Bacteria,,
"500,000 PROVIDENCIA STUARTII",providencia_stuartii,Other Bacteria,,
"540,000 PROTEUS VULGARIS",proteus_vulgaris,Other Bacteria,,
"60,000 HAFNIA ALVEI",hafnia_alvei,Other Bacteria,,
"60,000 MORGANELLA MORGANII",morganella_morganii,Other Bacteria,,
"60,000 PROTEUS MIRABILIS",proteus_mirabilis,Other Bacteria,,
"600,000 MORGANELLA MORGANII",morganella_morganii,Other Bacteria,,
"70,000 CGT MORGANELLA MORGANII STRAIN 2",morganella_morganii,Other Bacteria,,
"70,000 PROTEUS VULGARIS",proteus_vulgaris,Other Bacteria,,
700 MORGANELLA MORGANII,morganella_morganii,Other Bacteria,,
"760,000 PROTEUS MIRABILIS",proteus_mirabilis,Other Bacteria,,
"80,000 MORGANELLA MORGANII",morganella_morganii,Other Bacteria,,
"80,000 PROTEUS MIRABILIS",proteus_mirabilis,Other Bacteria,,
"80,000 PROVIDENCIA RETTGERI",providencia_rettgeri,Other Bacteria,,
"870,000 PROTEUS MIRABILIS",proteus_mirabilis,Other Bacteria,,
"90,000 PROTEUS MIRABILIS",proteus_mirabilis,Other Bacteria,,
AEROMONAS CAVIAE,aeromonas_caviae,Other Bacteria,,
AEROMONAS HYDROPHILA,aeromonas_hydrophila,Other Bacteria,,
AEROMONAS HYDROPHILA GROUP,aeromonas_hydrophila,Other Bacteria,,
AEROMONAS HYDROPHILA/CAVIAE,aeromonas_hydrophila,Other Bacteria,,
AEROMONAS SOBRIA,aeromonas_sobria,Other Bacteria,,
AEROMONAS SPECIES,aeromonas_sp,Other Bacteria,,
ALCALIGENES FAECALIS,alcaligenes_faecalis,Other Bacteria,,
ALCALIGENES FAECALIS SSP FAECALIS,alcaligenes_faecalis,Other Bacteria,,
BORDETELLA BRONCHISEPTICA,bordetella_bronchiseptica,Other Bacteria,,
BREVUNDIMONAS DIMINUTA,brevundimonas_diminuta,Other Bacteria,,
BREVUNDIMONAS VESICULARIS,brevundimonas_vesicularis,Other Bacteria,,
CHRYSEOBACTERIUM INDOLOGENES,chryseobacterium_indologenes,Other Bacteria,,
CHRYSEOBACTERIUM SPECIES,chryseobacterium_sp,Other Bacteria,,
CRONOBACTER (ENTEROBACTER) SAKAZAKII,cronobacter_sakayakii,Other Bacteria,,
CRONOBACTER MALONATICUS,cronobacter_malonaticus ,Other Bacteria,,
DELFTIA (COMOMONAS) ACIDOVORANS,delftia_acidovorans,Other Bacteria,,
EDWARDSIELLA TARDA,edwardsiella_tarda,Other Bacteria,,
ELIZABETHKINGIA MENINGOSEPTICA,elizabethkingia_meningoseptica,Other Bacteria,,
FOUR OR MORE STRAINS OF AEROBIC GRAM NEGATIVE AND GRAM POSITIVE ORGANISMS  PRESENT,Other Bacteria,Other Bacteria,,
FOUR OR MORE STRAINS OF AEROBIC GRAM POSITIVE ORGANISMS PRESENT,Other Bacteria,Other Bacteria,,
four or more strains of aerobic gram negative and gram positive organisms present,Other Bacteria,Other Bacteria,,
HAFNIA ALVEI,hafnia_alvei,Other Bacteria,,
HAFNIA SPECIES,hafnia_sp,Other Bacteria,,
KLUYVERA SPECIES,kluyvera_sp,Other Bacteria,,
LECLERCIA ADECARBOXYLATA,leclercia_adecarboxylata,Other Bacteria,,
MORGANELLA MORGANII,morganella_morganii,Other Bacteria,,
MORGANELLA MORGANII SSP MORGANII,morganella_morganii,Other Bacteria,,
MORGANELLA MORGANII STRAIN 1,morganella_morganii,Other Bacteria,,
MORGANELLA MORGANII STRAIN 2,morganella_morganii,Other Bacteria,,
PANTOEA SP.,pantoea_sp,Other Bacteria,,
PROTEUS MIRABILIS,proteus_mirabilis,Other Bacteria,,
PROTEUS MIRABILIS  X2,proteus_mirabilis,Other Bacteria,,
PROTEUS MIRABILIS STRAIN 1,proteus_mirabilis,Other Bacteria,,
PROTEUS MIRABILIS STRAIN 2,proteus_mirabilis,Other Bacteria,,
PROTEUS PENNERI,proteus_penneri,Other Bacteria,,
PROTEUS VULGARIS,proteus_vulgaris,Other Bacteria,,
PROTEUS VULGARIS BOTTLE 1 AND 2,proteus_vulgaris,Other Bacteria,,
PROTEUS VULGARIS STRAIN 1,proteus_vulgaris,Other Bacteria,,
PROTEUS VULGARIS STRAIN 2,proteus_vulgaris,Other Bacteria,,
PROVIDENCIA RETTGERI,providencia_rettgeri,Other Bacteria,,
PROVIDENCIA STUARTII,providencia_stuartii,Other Bacteria,,
PROVIDENCIA STUARTII CEFEPIME RESISTANT,providencia_stuartii,Other Bacteria,,
PROVIDENCIA STUARTII STRAIN 1,providencia_stuartii,Other Bacteria,,
PROVIDENCIA STUARTII STRAIN 2,providencia_stuartii,Other Bacteria,,
RALSTONIA SPECIES,ralstonia_sp,Other Bacteria,,
RAOULTELLA ORNITHINOLYTICA,raoultella_ornithinolytica,Other Bacteria,,
RAOULTELLA ORNITHINOLYTICA STRAIN 1,raoultella_ornithinolytica,Other Bacteria,,
RAOULTELLA ORNITHINOLYTICA STRAIN 2,raoultella_ornithinolytica,Other Bacteria,,
RAOULTELLA SPECIES,raoultella_sp,Other Bacteria,,
RAOUTELLA ORNITHINOLYTICA,raoultella_ornithinolytica,Other Bacteria,,
SERRATIA FONTICOLA,serratia_fonticola,Other Bacteria,,
SERRATIA LIQUEFACIENS,serratia_liquefaciens,Other Bacteria,,
SERRATIA LIQUEFACIENS RESISTANT TO CEFEPIME AND IMIPENEM.,serratia_liquefaciens,Other Bacteria,,
SERRATIA ODORIFERA,serratia_odorifera,Other Bacteria,,
SERRATIA RUBIDAEA,serratia_rubidaea,Other Bacteria,,
SERRATIA SP.,serratia_sp,Other Bacteria,,
sphingomonas species,sphingomonas_sp,Other Bacteria,,
SPHINGOMONAS PAUCIMOBILIS,sphingomonas_paucimobilis ,Other Bacteria,,
YERSINIA ENTEROCOLITICA,yersinia_enterocolitica,Other Bacteria,,
abiotrophia defectiva,abiotrophia_defectiva,Other Bacteria,,
gemella morbillorum,gemella_morbillorum,Other Bacteria,,
abiotrophia defectiva,abiotrophia_defectiva,Other Bacteria,,
pseudoglutamicibacter (arthrobacter) cumminsii,pseudoglutamicibacter_cumminsii,Other Bacteria,,
gemella species,gemella_sp,Other Bacteria,,
arthrobacter cumminsii,arthrobacter_cumminsii,Other Bacteria,,
pediococcus acidilactici,pediococcus_acidilactici,Other Bacteria,,
moraxella species,moraxella_sp,Other Bacteria,,
granulicatella adiacens,granulicatella_adiacens,Other Bacteria,,
gram negative cocci,Other Bacteria,Other Bacteria,,
aerobic actinomycete,Other Bacteria,Other Bacteria,,
actinomyces viscosus,actinomyces_viscosus,Other Bacteria,,
actinomyces europaeus,actinomyces_europaeus,Other Bacteria,,
actinomyces odontolyticus,actinomyces_odontolyticus,Other Bacteria,,
rothia dentocariosa,rothia_dentocariosa,Other Bacteria,,
burkholderia gladioli,burkholderia_gladioli,Other Bacteria,,
actinomyces naeslundii,actinomyce_naeslundii,Other Bacteria,,
actinotignum (actinobaculum) schaalii,actinotignum_schaalii,Other Bacteria,,
peptoniphilus assacharolyticus,peptoniphilus_assacharolyticus,Other Bacteria,,
peptoniphilus harei,peptoniphilus_harei,Other Bacteria,,
aerococcus urinae,aerococcus_urinae,Other Bacteria,,
aerococcus viridans,aerococcus_viridans,Other Bacteria,,
aerococcus sanguinicola,aerococcus_sanguinicola,Other Bacteria,,
microbacterium species,microbacterium_sp,Other Bacteria,,
rothia (stomatococcus) mucilaginosa,rothia_mucilaginosa,Other Bacteria,,
four or more strains of aerobic gram negative organisms present,Other Bacteria,Other Bacteria,,
gardnerella vaginalis,gardnerella_vaginalis,Other Bacteria,,
cutibacterium acnes (formerly propionibacterium acnes),cutibacterium_acnes,Other Bacteria,,
aerococcus sanguicola,aerococcus_sanguicola,Other Bacteria,,
bilophila wadsworthia,bilophila_wadsworthia,Other Bacteria,,
four or more strains of anaerobic organisms present,Other Bacteria,Other Bacteria,,
actinomyces meyeri,actinomyces_meyeri,Other Bacteria,,
finegoldia (peptostreptococcus) magna,finegoldia _magna,Other Bacteria,,
leuconostoc species,leuconostoc_sp,Other Bacteria,,
rahnella aquatilis,rahnella_aquatilis,Other Bacteria,,
gram variable bacilli,Other Bacteria,Other Bacteria,,
pasteurella multocida,pasteurella_multocida,Other Bacteria,,
pasteurella species,pasteurella_sp,Other Bacteria,,
erysipelothrix rhusiopathiae,erysipelothrix_rhusiopathiae,Other Bacteria,,
brevibacillus species,brevibacillus_sp,Other Bacteria,,
capnocytophaga species,capnocytophaga_sp,Other Bacteria,,
eikenella corrodens,eikenella_corrodens,Other Bacteria,,
fungal form,Other Fungus,Other Fungus,,
filamentous fungus,Other Fungus,Other Fungus,,
cladosporium species,cladosporium_sp,Other Fungus,,
"hyphae, septate",Other Fungus,Other Fungus,,
"filamentous fungus, for identification, see culture no.",Other Fungus,Other Fungus,,
penicillium species,penicillium_sp,Other Fungus,,
paecilomyces species,paecilomyces_sp,Other Fungus,,
"overgrown with mold, unable to isolate legionella",Other Fungus,Other Fungus,,
blastomyces dermatitidis,blastomyces_dermatitidis,Other Fungus,,
sterile mycelium,sterile_mycelium,Other Fungus,,
dematiaceous fungus,dematiaceous_sp,Other Fungus,,
pithomyces sp.,pithomyces_sp,Other Fungus,,
histoplasma capsulatum,histoplasma_capsulatum,Other Fungus,,
mold,Other Fungus,Other Fungus,,
alternaria species,alternaria_sp,Other Fungus,,
curvularia sp.,curvularia_sp,Other Fungus,,
lichtheimia species (formerly absidia),lichtheimia_sp,Other Fungus,,
aureobasidium sp.,aureobasidium_sp,Other Fungus,,
teichospora sp.,teichospora_sp,Other Fungus,,
mycelial forms,Other Fungus,Other Fungus,,
verticillium species,verticillium_sp,Other Fungus,,
overgrown with mold,Other Fungus,Other Fungus,,
"filamentous fungus unable to identify. contact laboratory at 26133, if further",Other Fungus,Other Fungus,,
mycobacterium neoaurum,mycobacterium_neoaurum,Other Mycobacterium,,
mycobacterium kansasii,mycobacterium_kansasii,Other Mycobacterium,,
mycobacterium gordonae,mycobacterium_gordonae,Other Mycobacterium,,
mycobacterium fortuitum complex,mycobacterium_fortuitum ,Other Mycobacterium,,
mycobacterium abscessus,mycobacterium_abscessus,Other Mycobacterium,,
" 10,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
" 100,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
" 130,000 PSEUDOMONAS AERUGINOSA STRAIN 1",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
" 140,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
" 15,000 PSEUDOMONAS AERUGINOSA STRAIN 1",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
" 150,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
" 20,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
" 20,000 PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
" 200,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
" 25,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
" 30,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
" 30,000 PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
" 4,000 PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
" 50,000 PSEUDOMONAS AERUGINOSA STRAIN 1",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
" 60,000 MUCOID PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
" 60,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
^MUCOID PSEUDOMONAS AERUGINOSA NO2,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"^PSEUDOMONAS AERUGINOSA 1, 2, 3",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
^PSEUDOMONAS AERUGINOSA IMIPENEM <=1 SUSCEPTIBLE,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
^PSEUDOMONAS AERUGINOSA NO 1 SUSCEPTIBILITY CORRECT FOR THIS ISOLATE,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
^PSEUDOMONAS AERUGINOSA NO.1,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
^PSEUDOMONAS AERUGINOSA NO2,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
^PSEUDOMONAS AERUGINOSA ONLY ONE STRAIN,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"^PSEUDOMONAS AERUGINOSA STRAIN 1 FOR SUSCEPTIBILITY RESULTS, REFER TO CULTURE ^S55343",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
^PSEUDOMONAS AERUGINOSA STRAIN 1 IN BOTH BOTTLES WITH ANTIBIOC REMOVAL RESIN,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"^PSEUDOMONAS AERUGINOSA STRAIN 1 SUSCEPTIBLE TO CEFEPIME, CEFTAZIDIME, ^ CIPROFLOXACIN, LEVOFLOXACIN, MEROPENEM AND TOBRAMYCIN.",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
^PSEUDOMONAS AERUGINOSA STRAIN 2 IN ONE BOTTLE WITH ANTIBIOTIC REMOVAL RESIN,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
^PSEUDOMONAS AERUGINOSA STRAIN 2 NUMBER 2,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
^PSEUDOMONAS AERUGINOSA STRAIN 2 PSEUDOMONAS AERUGINOSA RESISTANT TO AMIKACIN AND ^ SUSCEPTIBLE TO TOBRAMYCIN,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"^PSEUDOMONAS AERUGINOSA STRAIN 3 IS SUSCEPTIBLE TO CIPROFLOXACIN , PREVIOUSLY ^ REPORTED AS INTERMEDIATE.",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
^PSEUDOMONAS AERUGINOSA SUSCEPTIBILITY RESULTS NOT VALID,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"1,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"1,000 PSEUDOMONAS AERUGINOSA STRAIN 1",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"1,000 PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"1,500 MUCOID PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"10,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"10,000 PSEUDOMONAS AERUGINOSA STRAIN 1",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"10,000 PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
100 PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
100 PSEUDOMONAS AERUGINOSA STRAIN 2,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"100,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"100,000 PSEUDOMONAS AERUGINOSA STRAIN 1",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"100,000 PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
1000 PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
1000 PSEUDOMONAS AERUGINOSA STRAIN 3,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
10000 PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
100000 PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"11,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"110,000 MUCOID PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"110,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"110,000 PSEUDOMONAS AERUGINOSA STRAIN 1",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"12,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
