position_category,position_name,n,site
prone,Pt proned without incident,1,JHU
prone,Pt proned. ON left side.,1,JHU
prone,Pt proned. Right side down.,1,JHU
prone,Pt re-proned d/t desating,1,JHU
prone,Pt reproned,1,JHU
prone,Pt reproned at this time,1,JHU
prone,"Pt requesting to be positioned prone, Pt able to with assist with repositioning.",1,JHU
prone,"Pt rotated prone - Kidd MD present - 12 lead obtained after, VSS",1,JHU
prone,Pt self proned,1,JHU
prone,Pt was prone @ this time,1,JHU
prone,Pt was proned,1,JHU
prone,Pt's head turnded on Prone position,1,JHU
prone,"Pt, Proned",1,JHU
prone,Pt. Prone. Head turned. Left side down.,1,JHU
prone,Pt. Prone. Head turned. Right side down.,1,JHU
prone,Pt. is in Prone posn. turned the head. ,1,JHU
prone,Pt. is on Prone posn.,1,JHU
prone,Pt. is proned,1,JHU
prone,Pt. is proned and turned the head .,1,JHU
prone,Pt. prone,1,JHU
prone,Pt. prone with rt side up 2/2 rul collaspe per CXR,1,JHU
prone,Pt. prone. Head turned. Right side down.,1,JHU
prone,Pt. prone. Turned onto left side.,1,JHU
prone,Pt. prone. Turned onto right side.,1,JHU
prone,Pt. proned at this time,1,JHU
prone,Pt. proned. ,1,JHU
prone,Pt. proned/ ,1,JHU
prone,Pt. self proned with hekp,1,JHU
prone,Pt.turned to Right side down. Proned posn.,1,JHU
prone,Pt.turned. Prone position. left side down. ,1,JHU
prone,RN went into room to advise pt to prone.  Pt sleeping comfortably mostly prone.,1,JHU
prone,Re-position proned pt,1,JHU
prone,Re-proned,1,JHU
prone,Refused by patient;Lying left side;Prone,1,JHU
prone,Reverse Trendelenburg;HOB equal/greater than 30 degrees;Prone,1,JHU
prone,Reverse Trendelenburg;HOB equal/greater than 30 degrees;Prone;Left lateral,1,JHU
prone,Reverse Trendelenburg;Head left;Prone,1,JHU
prone,Reverse Trendelenburg;Head left;Prone;Pillow support,1,JHU
prone,Reverse Trendelenburg;Head right;Pillow support;Prone,1,JHU
prone,Reverse Trendelenburg;Head right;Prone,1,JHU
prone,Reverse Trendelenburg;Lying right side;Prone;Head right,1,JHU
prone,Reverse Trendelenburg;Pillow support;Prone;Head left,1,JHU
prone,Reverse Trendelenburg;Pillow support;Prone;Head right,1,JHU
prone,Reverse Trendelenburg;Pillow support;Prone;Lying right side;Head right,1,JHU
prone,Reverse Trendelenburg;Prone;Head left;Lying right side,1,JHU
prone,Reverse Trendelenburg;Prone;Head right;Lying left side,1,JHU
prone,Reverse Trendelenburg;Prone;Lying left side;Pillow support,1,JHU
prone,Reverse Trendelenburg;Prone;Lying right side;Head left;Pillow support,1,JHU
prone,Reverse Trendelenburg;Prone;Lying right side;Head right,1,JHU
prone,Reverse Trendelenburg;Prone;Other (Comment);Lying right side,1,JHU
prone,Reverse Trendelenburg;Prone;Pillow support;Head left;Other (Comment),1,JHU
prone,Reverse Trendelenburg;Prone;Pillow support;Head right;Lying left side,1,JHU
prone,Reverse Trendelenburg;Prone;Pillow support;Lying left side,1,JHU
prone,Reverse Trendelenburg;Prone;Pillow support;Lying left side;Head right,1,JHU
prone,Reverse Trendelenburg;Prone;Pillow support;Lying right side,1,JHU
prone,Reverse Trendelenburg;Prone;Unable to reposition,1,JHU
prone,Reverse Trendelenburg;Prone;Unable to reposition;Other (Comment),1,JHU
prone,Right lateral;HOB equal/greater than 30 degrees;HOB less than 30 degrees;Prone,1,JHU
prone,Right lateral;HOB less than 30 degrees;Reverse Trendelenburg;Prone,1,JHU
prone,Right lateral;Lying down;Prone,1,JHU
prone,Right lateral;Prone;HOB equal/greater than 30 degrees,1,JHU
prone,Right lateral;Prone;HOB flat,1,JHU
prone,SELF PRONE,1,JHU
prone,"SICU Admit; pt. self-proned, on HF 40/40, agitated and refusing care",1,JHU
prone,SICU team at bedside- patient in prone position,1,JHU
prone,START SELF PRONE,1,JHU
prone,Self Prone,1,JHU
prone,Self-Proned,1,JHU
prone,"Sleeping, proned",1,JHU
prone,SpO2 desat and hypotensive w/ R. Sided turn while prone ,1,JHU
prone,Spoke with patient's daughter by phone to provide updates. Discussed frequent desaturations and decision to prone patient. ,1,JHU
prone,Sputum Culture Sent/ Patient Prone with head turned to Left Side,1,JHU
prone,Standing;Prone,1,JHU
prone,Start prone position,1,JHU
prone,TAPED FOR PRONED POSITION; MEPILEX PLACED ON PT CHEEKS AND UPPER LIP.  SMALL BREAKDOWN ON LEFT CHEEK AND UPPER LIP (LEFT SIDE),1,JHU
prone,"Transferred to MPCU 586. Prone (Right Lateral),",1,JHU
prone,Trendelenburg;Prone,1,JHU
prone,Trendelenburg;Prone;Pillow support;Head right,1,JHU
prone,Turned Head-Prone posn.,1,JHU
prone,Turned the head- Prone posn.,1,JHU
prone,Turning patient from lying to prone,1,JHU
prone,Turns self;Head left;Prone,1,JHU
prone,Turns self;Lying left side;Pillow support;Prone,1,JHU
prone,Turns self;Lying right side;Lying left side;Prone,1,JHU
prone,Turns self;Pillow support;Prone;Reverse Trendelenburg,1,JHU
prone,Turns self;Reverse Trendelenburg;Pillow support;Prone,1,JHU
prone,Turns self;Up in chair;Prone,1,JHU
prone,Unable to perform flutter therapy this morning due to pt being proned. ,1,JHU
prone,Unable to reposition;Head left;Pillow support;Prone;Reverse Trendelenburg;Lying right side,1,JHU
prone,Unable to reposition;Head right;Prone;Reverse Trendelenburg,1,JHU
prone,Unable to reposition;Lying left side;Head right;Prone;Reverse Trendelenburg,1,JHU
prone,Unable to reposition;Lying right side;Prone,1,JHU
prone,Unable to reposition;Pillow support;Prone;Reverse Trendelenburg,1,JHU
prone,Unable to reposition;Prone;Head left;Reverse Trendelenburg,1,JHU
prone,Unable to reposition;Prone;Lying left side;Head right,1,JHU
prone,Unable to reposition;Prone;Pillow support,1,JHU
prone,Unable to reposition;Prone;Pillow support;Reverse Trendelenburg,1,JHU
prone,Unproned,1,JHU
prone,admit HAL from Sinai; proned on admission,1,JHU
prone,after prone ,1,JHU
prone,after prone positioning,1,JHU
prone,aline insertion complete. Pt returned to prone position,1,JHU
prone,assisted to self prone,1,JHU
prone,awaiting Vec gtt from pharmacy in order to prone,1,JHU
prone,before prone ,1,JHU
prone,bronch at beside with pt proned,1,JHU
prone,changing prone position (left side),1,JHU
prone,changing proned position (left side),1,JHU
prone,"head repositioned , pt is proned",1,JHU
prone,head repositioned.PRONE,1,JHU
prone,head turn - prone,1,JHU
prone,head turn Left down  prone,1,JHU
prone,head turn Right down  prone,1,JHU
prone,head turn while in prone,1,JHU
prone,head turn-Prone posn.,1,JHU
prone,head turn/ prone,1,JHU
prone,head turn/ pt proned,1,JHU
prone,head turn/proned,1,JHU
prone,head turned L down prone,1,JHU
prone,head turned Left down  prone,1,JHU
prone,head turned prone,1,JHU
prone,head turned prone position,1,JHU
prone,head turned to patient's left side. Prone,1,JHU
prone,head turned-prone,1,JHU
prone,head turned-prone postion,1,JHU
prone,orders to prone pt,1,JHU
prone,patient just turned -- pt proned,1,JHU
prone,"patient not tolerating Left facing prone, head turned back to R facing d/t persistent desaturations to mid to upper 80. Sats improved with move back to R facing",1,JHU
prone,patient positioned to prone,1,JHU
prone,patient proned ,1,JHU
prone,patient proned at this time without complications,1,JHU
prone,patient proned with team,1,JHU
prone,"patient re-proned, head turned to the left",1,JHU
prone,patient self-proned,1,JHU
prone,"patient self-proned, tachypnea 50-60 bbm with exertion",1,JHU
prone,patient transferred to transport stretcher in prone position without incident,1,JHU
prone,placed PRONE,1,JHU
prone,placed in prone,1,JHU
prone,preparing to prone,1,JHU
prone,prone  turn,1,JHU
prone,prone alert and calm,1,JHU
prone,prone heAD TURN,1,JHU
prone,prone head  turn,1,JHU
prone,prone head and arms repositioned,1,JHU
prone,prone head reposistioned,1,JHU
prone,prone head repositioned hyperoxygenated 100%,1,JHU
prone,prone head repositoned,1,JHU
prone,prone head repostioned pt hyperoxygentated 100%,1,JHU
prone,prone head turn ,1,JHU
prone,prone head turn toward vent (to left),1,JHU
prone,prone position,1,JHU
prone,prone position- R. side down,1,JHU
prone,prone postion-Left side down,1,JHU
prone,prone repositioning,1,JHU
prone,prone repositioning. head turned to the left,1,JHU
prone,prone repositioning. head turned to the right ,1,JHU
prone,prone turn initiated,1,JHU
prone,prone turn to right side,1,JHU
prone,"prone turn, levo start",1,JHU
prone,prone turned,1,JHU
prone,prone turned at this time,1,JHU
prone,"prone, assessment",1,JHU
prone,"prone, changed positions",1,JHU
prone,"prone, head repositoned",1,JHU
prone,"prone, repositioned head",1,JHU
prone,prone- Head turn,1,JHU
prone,proned left,1,JHU
prone,proned on RIGHT ride,1,JHU
prone,proned on left side,1,JHU
prone,proned on right side,1,JHU
prone,proned patient,1,JHU
prone,proned pt. ,1,JHU
prone,proned pt. head to left side,1,JHU
prone,proned the pt.,1,JHU
prone,proned turned left,1,JHU
prone,proned turned right,1,JHU
prone,proned with no complications,1,JHU
prone,proned wthout complications,1,JHU
prone,"proned, copious oral secretions, thick inline secretion",1,JHU
prone,"proned, head turned",1,JHU
prone,"proned, paralyzed",1,JHU
prone,proned- 3rd time,1,JHU
prone,"proned- bagged and suctioned, md's notified",1,JHU
prone,proned- tolerated well,1,JHU
prone,pt PRONED - head turn right,1,JHU
prone,pt beginning prone,1,JHU
prone,pt being proned,1,JHU
prone,"pt being turned, proned, fighting turning",1,JHU
prone,pt breathing over vent and hypertesnive after prone position change ,1,JHU
prone,pt continues to be proned,1,JHU
prone,pt head turn prone,1,JHU
prone,pt is not maintaining Prone position; Dr. Taylor aware,1,JHU
prone,pt is now proned,1,JHU
prone,pt is prone at this time.,1,JHU
prone,"pt is prone, head turned",1,JHU
prone,pt is proned,1,JHU
prone,"pt is proned, head turn done",1,JHU
prone,pt not compliant with maintaining prone position when instructed to do so,1,JHU
prone,pt not cooperating with maintaining prone positioning,1,JHU
prone,pt now proned,1,JHU
prone,pt placed prone with prone team,1,JHU
prone,pt prone ,1,JHU
prone,pt prone for 1 hr,1,JHU
prone,pt prone position,1,JHU
prone,"pt prone, head facing left side",1,JHU
prone,pt prone/ turned to left now,1,JHU
prone,pt proned ,1,JHU
prone,pt proned @ 1730,1,JHU
prone,pt proned @ 2110,1,JHU
prone,pt proned @12/15 6:15,1,JHU
prone,pt proned and immediately improved pulse ox from mid 70's to mid 90's.,1,JHU
prone,pt proned head turned facing right side,1,JHU
prone,pt proned turned facing right,1,JHU
prone,pt proned w/o incident,1,JHU
prone,"pt proned, MD Burns at bedside, adjustments made to iNO/vent with MD Burns bedside, charting to follow",1,JHU
prone,"pt proned, appears sedated",1,JHU
prone,"pt proned, head turned facing left",1,JHU
prone,"pt proned, head turned left side up",1,JHU
prone,"pt proned, head turned to right side down",1,JHU
prone,"pt proned, moved to right side",1,JHU
prone,"pt proned, turned head facing left",1,JHU
prone,"pt proned, turned head facing right",1,JHU
prone,pt proned. right side down,1,JHU
prone,pt proned; left cheek down,1,JHU
prone,pt re proned,1,JHU
prone,"pt roated to right sided prone with RN team, md aware.",1,JHU
prone,pt self proned. ,1,JHU
prone,pt starting prone protocol,1,JHU
prone,pt turned towards window/ proned,1,JHU
prone,pt turned while prone- BP increas,1,JHU
prone,"pt turned, pt proned",1,JHU
prone,pt. proned,1,JHU
prone,pt. unproned ,1,JHU
prone,pt.proned,1,JHU
prone,refused self prone,1,JHU
prone,refusing prone position,1,JHU
prone,reposition proned patient,1,JHU
prone,repositioned prone pt,1,JHU
prone,repositioned proned patient to his left,1,JHU
prone,"repositioned proned patient, head turn ",1,JHU
prone,reproned,1,JHU
prone,"reproned at this time, head facing door",1,JHU
prone,resting in bed. Does not want to pronate at this time. Educated on benefits. Verbalized understanding. Instructed to call when ready to prone. WIill recheck and cont to monitor. NAD at this time.,1,JHU
prone,retaped ETT and proned pt.,1,JHU
prone,sedated in prone position. resting quietly,1,JHU
prone,self prone start,1,JHU
prone,self proned pt,1,JHU
prone,self-proned,1,JHU
prone,side lying; encourage prone position per MD order,1,JHU
prone,taught the patient to self prone and assisted him into prone position,1,JHU
prone,turned head L down prone,1,JHU
prone,turned head R down prone,1,JHU
prone,turned head in prone position,1,JHU
prone,turned head-prone posn,1,JHU
prone,turned head-prone posn.,1,JHU
prone,turning proned pateint,1,JHU
prone,"turning proned patient, breath stacking",1,JHU
prone,turning proned pt,1,JHU
prone,unable to move ETT on proned Pt/ Dr aware,1,JHU
prone,"when lying R side down (proned) BP rises, core body temp rises and sats dropped",1,JHU
